DISTRITO,TECNOLOGIA,RANGO_VELOC_BAJADA,EMPRESA
ANCON,FibraOptica,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,4 Mbps <= BW < 8 Mbps,AMERICATEL PERÚ S.A.
ANCON,FibraOptica,4 Mbps <= BW < 8 Mbps,AMERICATEL PERÚ S.A.
ANCON,FibraOptica,4 Mbps <= BW < 8 Mbps,AMERICATEL PERÚ S.A.
ANCON,OtrasTecnologias,256 <= BW < 512 kbps,AMERICATEL PERÚ S.A.
ANCON,OtrasTecnologias,8 Mbps <= BW < 16 Mbps,AMERICATEL PERÚ S.A.
ANCON,OtrasTecnologias,8 Mbps <= BW < 16 Mbps,AMERICATEL PERÚ S.A.
ANCON,OtrasTecnologias,8 Mbps <= BW < 16 Mbps,AMERICATEL PERÚ S.A.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,CABLE NETWORD S.R.L.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,CABLE NETWORD S.R.L.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,CABLE NETWORD S.R.L.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,CABLE NETWORD S.R.L.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,CABLE NETWORD S.R.L.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,CABLE NETWORD S.R.L.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,CABLE NETWORD S.R.L.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,CABLE NETWORD S.R.L.
ANCON,FibraOptica,BW >= 200 Mbps,CIRION TECHNOLOGIES PERU S.A.
ANCON,FibraOptica,BW >= 200 Mbps,CIRION TECHNOLOGIES PERU S.A.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,CONVERGIA PERÚ S.A.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,CONVERGIA PERÚ S.A.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,ENTEL PERÚ S.A.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,ENTEL PERÚ S.A.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,ENTEL PERÚ S.A.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,ENTEL PERÚ S.A.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,ENTEL PERÚ S.A.
ANCON,OtrasTecnologias,512 <=  BW < 1024 kbps,ENTEL PERÚ S.A.
ANCON,OtrasTecnologias,512 <=  BW < 1024 kbps,ENTEL PERÚ S.A.
ANCON,OtrasTecnologias,512 <=  BW < 1024 kbps,ENTEL PERÚ S.A.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,ENTEL PERÚ S.A.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,ENTEL PERÚ S.A.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,ENTEL PERÚ S.A.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,ENTEL PERÚ S.A.
ANCON,OtrasTecnologias,1024 <= BW < 2048 kbps,ENTEL PERÚ S.A.
ANCON,OtrasTecnologias,1024 <= BW < 2048 kbps,ENTEL PERÚ S.A.
ANCON,OtrasTecnologias,1024 <= BW < 2048 kbps,ENTEL PERÚ S.A.
ANCON,OtrasTecnologias,1024 <= BW < 2048 kbps,ENTEL PERÚ S.A.
ANCON,OtrasTecnologias,2048 <=  BW < 4096 kbps,ENTEL PERÚ S.A.
ANCON,OtrasTecnologias,8 Mbps <= BW < 16 Mbps,ENTEL PERÚ S.A.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,ENTEL PERÚ S.A.
ANCON,FibraOptica,BW >= 200 Mbps,FIBERLUX S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,FIBERLUX S.A.C.
ANCON,FibraOptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.
ANCON,FibraOptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.
ANCON,FibraOptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.
ANCON,FibraOptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.
ANCON,OtrasTecnologias,8 Mbps <= BW < 16 Mbps,HUGHES DE PERÚ S.R.L.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,HUGHES DE PERÚ S.R.L.
ANCON,FibraOptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
ANCON,FibraOptica,1024 <= BW < 2048 kbps,NEXTNET S.A.C.
ANCON,FibraOptica,30 Mbps <= BW < 50 Mbps,NEXTNET S.A.C.
ANCON,FibraOptica,30 Mbps <= BW < 50 Mbps,NEXTNET S.A.C.
ANCON,FibraOptica,30 Mbps <= BW < 50 Mbps,NEXTNET S.A.C.
ANCON,FibraOptica,30 Mbps <= BW < 50 Mbps,NEXTNET S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
ANCON,FibraOptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
ANCON,FibraOptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
ANCON,FibraOptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
ANCON,FibraOptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.
ANCON,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,FibraOptica,16 Mbps <= BW < 30 Mbps,WIN EMPRESAS S.A.C.
ANCON,FibraOptica,16 Mbps <= BW < 30 Mbps,WIN EMPRESAS S.A.C.
ANCON,FibraOptica,16 Mbps <= BW < 30 Mbps,WIN EMPRESAS S.A.C.
ANCON,FibraOptica,16 Mbps <= BW < 30 Mbps,WIN EMPRESAS S.A.C.
ANCON,FibraOptica,30 Mbps <= BW < 50 Mbps,WIN EMPRESAS S.A.C.
ANCON,FibraOptica,30 Mbps <= BW < 50 Mbps,WIN EMPRESAS S.A.C.
ANCON,FibraOptica,30 Mbps <= BW < 50 Mbps,WIN EMPRESAS S.A.C.
ANCON,FibraOptica,30 Mbps <= BW < 50 Mbps,WIN EMPRESAS S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,WIN EMPRESAS S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,WIN EMPRESAS S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,WIN EMPRESAS S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,WIN EMPRESAS S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,WIN EMPRESAS S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,WIN EMPRESAS S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,WIN EMPRESAS S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,WIN EMPRESAS S.A.C.
ANCON,OtrasTecnologias,1024 <= BW < 2048 kbps,AMERICATEL PERÚ S.A.
ANCON,OtrasTecnologias,1024 <= BW < 2048 kbps,AMERICATEL PERÚ S.A.
ANCON,FibraOptica,1024 <= BW < 2048 kbps,FIBERLUX S.A.C.
ANCON,FibraOptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.
ANCON,FibraOptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.
ANCON,FibraOptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.
ANCON,FibraOptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.
ANCON,FibraOptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,VIETTEL PERU S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,VIETTEL PERU S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,VIETTEL PERU S.A.C.
ANCON,FibraOptica,BW < 256 Kbps,AMERICATEL PERÚ S.A.
ANCON,OtrasTecnologias,BW < 256 Kbps,AMERICATEL PERÚ S.A.
ANCON,OtrasTecnologias,BW < 256 Kbps,ENTEL PERÚ S.A.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
ANCON,FibraOptica,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,30 Mbps <= BW < 50 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,50 Mbps <= BW < 100 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,100 Mbps <= BW < 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,BW >= 200 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,2048 <=  BW < 4096 kbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,OtrasTecnologias,8 Mbps <= BW < 16 Mbps,AMERICA MOVIL PERU S.A.C.
ANCON,FibraOptica,4 Mbps <= BW < 8 Mbps,AMERICATEL PERÚ S.A.
ANCON,FibraOptica,4 Mbps <= BW < 8 Mbps,AMERICATEL PERÚ S.A.
ANCON,FibraOptica,4 Mbps <= BW < 8 Mbps,AMERICATEL PERÚ S.A.
