DISTRITO,TECNOLOGIA,RANGO_VELOC_BAJADA,EMPRESA
COMAS,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,ENTEL PERÚ S.A.
COMAS,OtrasTecnologias,16 Mbps <= BW < 30 Mbps,ENTEL PERÚ S.A.
COMAS,OtrasTecnologias,50 Mbps <= BW < 100 Mbps,ENTEL PERÚ S.A.
COMAS,OtrasTecnologias,50 Mbps <= BW < 100 Mbps,ENTEL PERÚ S.A.
COMAS,OtrasTecnologias,50 Mbps <= BW < 100 Mbps,ENTEL PERÚ S.A.
COMAS,OtrasTecnologias,50 Mbps <= BW < 100 Mbps,ENTEL PERÚ S.A.
COMAS,OtrasTecnologias,100 Mbps <= BW < 200 Mbps,ENTEL PERÚ S.A.
COMAS,OtrasTecnologias,100 Mbps <= BW < 200 Mbps,ENTEL PERÚ S.A.
COMAS,OtrasTecnologias,100 Mbps <= BW < 200 Mbps,ENTEL PERÚ S.A.
COMAS,OtrasTecnologias,100 Mbps <= BW < 200 Mbps,ENTEL PERÚ S.A.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLINE PERU S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLINE PERU S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLINE PERU S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLINE PERU S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLINE PERU S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLINE PERU S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLINE PERU S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
COMAS,FibraOptica,8 Mbps <= BW < 16 Mbps,FIBERLUX S.A.C.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLUX S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,FIBERLUX S.A.C.
COMAS,FibraOptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,GPON NETWORKS S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,GPON NETWORKS S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,GPON NETWORKS S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,GPON NETWORKS S.A.C.
COMAS,Cablemodem,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,Cablemodem,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,INVERSIONES TELCOTEL S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L
COMAS,FibraOptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
COMAS,FibraOptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
COMAS,FibraOptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
COMAS,FibraOptica,BW >= 200 Mbps,P Y D TELECOM S.R.L
COMAS,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
COMAS,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
COMAS,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
COMAS,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
COMAS,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,xDSL,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,Cablemodem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
COMAS,FibraOptica,4 Mbps <= BW < 8 Mbps,VIETTEL PERU S.A.C.
COMAS,FibraOptica,4 Mbps <= BW < 8 Mbps,VIETTEL PERU S.A.C.
COMAS,FibraOptica,4 Mbps <= BW < 8 Mbps,VIETTEL PERU S.A.C.
COMAS,FibraOptica,4 Mbps <= BW < 8 Mbps,VIETTEL PERU S.A.C.
COMAS,FibraOptica,2048 <=  BW < 4096 kbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,2048 <=  BW < 4096 kbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,2048 <=  BW < 4096 kbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,2048 <=  BW < 4096 kbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,4 Mbps <= BW < 8 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,4 Mbps <= BW < 8 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,4 Mbps <= BW < 8 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,4 Mbps <= BW < 8 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,8 Mbps <= BW < 16 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,8 Mbps <= BW < 16 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,8 Mbps <= BW < 16 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,8 Mbps <= BW < 16 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,16 Mbps <= BW < 30 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,30 Mbps <= BW < 50 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,WIN EMPRESAS S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,WI-NET TELECOM S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,WI-NET TELECOM S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,WI-NET TELECOM S.A.C.
COMAS,FibraOptica,50 Mbps <= BW < 100 Mbps,WI-NET TELECOM S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,WI-NET TELECOM S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,WI-NET TELECOM S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,WI-NET TELECOM S.A.C.
COMAS,FibraOptica,100 Mbps <= BW < 200 Mbps,WI-NET TELECOM S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,WI-NET TELECOM S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,WI-NET TELECOM S.A.C.
COMAS,FibraOptica,BW >= 200 Mbps,WI-NET TELECOM S.A.C.
