DISTRITO,TECNOLOGÍA,RANGO_VELOC_BAJADA,EMPRESA,POBREZA
SAN BORJA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,NOVACLOUD S.A.C.,0.463208
SAN ISIDRO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NOVACLOUD S.A.C.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NOVACLOUD S.A.C.,0.0573462999999999
SAN JUAN DE LURIGANCHO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NOVACLOUD S.A.C.,17.703940000000003
SAN MIGUEL,Fibra Óptica,BW >= 200 Mbps,NOVACLOUD S.A.C.,1.5817259999999995
PUENTE PIEDRA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,NOVO TELCO SOLUTIONS S.A.C.,22.678988
PUENTE PIEDRA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,NOVO TELCO SOLUTIONS S.A.C.,22.678988
PUENTE PIEDRA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,NOVO TELCO SOLUTIONS S.A.C.,22.678988
ANCON,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,
ANCON,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,
ANCON,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,
ATE,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,17.174936
ATE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,17.174936
ATE,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,17.174936
CARABAYLLO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,19.176021
CARABAYLLO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,19.176021
CARABAYLLO,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,19.176021
CHACLACAYO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,9.712625
CHACLACAYO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,9.712625
CHACLACAYO,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,9.712625
COMAS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,16.044522999999998
COMAS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,16.044522999999998
COMAS,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,16.044522999999998
EL AGUSTINO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,16.689837
EL AGUSTINO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,16.689837
EL AGUSTINO,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,16.689837
INDEPENDENCIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,20.590949
INDEPENDENCIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,20.590949
INDEPENDENCIA,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,20.590949
LIMA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,7.958983999999999
LIMA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,7.958983999999999
LIMA,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,7.958983999999999
LOS OLIVOS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,7.881448000000001
LOS OLIVOS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,7.881448000000001
LOS OLIVOS,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,7.881448000000001
LURIGANCHO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,18.234247
LURIGANCHO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,18.234247
LURIGANCHO,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,18.234247
PUENTE PIEDRA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,22.678988
PUENTE PIEDRA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,22.678988
PUENTE PIEDRA,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,22.678988
RIMAC,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,
RIMAC,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,
RIMAC,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,
SAN JUAN DE LURIGANCHO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,17.703940000000003
SAN JUAN DE LURIGANCHO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,17.703940000000003
SAN JUAN DE LURIGANCHO,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,17.703940000000003
SAN MARTIN DE PORRES,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,
SAN MARTIN DE PORRES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,
SAN MARTIN DE PORRES,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,
SANTA ANITA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,9.643694
SANTA ANITA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,9.643694
SANTA ANITA,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,9.643694
SANTA ROSA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,P Y D TELECOM S.R.L,22.028653
SANTA ROSA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,P Y D TELECOM S.R.L,22.028653
SANTA ROSA,Fibra Óptica,BW >= 200 Mbps,P Y D TELECOM S.R.L,22.028653
LURIGANCHO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,SENCINET LATAM PERÚ S.A.C.,18.234247
ANCON,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,
ATE,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,17.174936
BARRANCO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,3.1723250000000003
BREÑA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,4.041467
CARABAYLLO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,19.176021
CARABAYLLO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,19.176021
CHACLACAYO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,9.712625
CHORRILLOS,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,11.60839
CIENEGUILLA,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,17.529394000000003
CIENEGUILLA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,17.529394000000003
COMAS,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,16.044522999999998
EL AGUSTINO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,16.689837
INDEPENDENCIA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,20.590949
JESUS MARIA,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,
LA MOLINA,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,1.168268
LA VICTORIA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,11.057018
LIMA,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,7.958983999999999
LINCE,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,1.452933
LOS OLIVOS,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,7.881448000000001
LURIGANCHO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,18.234247
LURIN,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,
LURIN,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,
MAGDALENA DEL MAR,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,0.7822179999999999
MIRAFLORES,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,0.0855
PACHACAMAC,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,
PACHACAMAC,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,
PUCUSANA,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,23.739385
PUCUSANA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,23.739385
PUEBLO LIBRE,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,0.779682
PUENTE PIEDRA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,22.678988
PUNTA HERMOSA,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,19.183087
PUNTA HERMOSA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,19.183087
PUNTA NEGRA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,14.288621000000004
RIMAC,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,
SAN BARTOLO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,13.336333
SAN BORJA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,0.463208
SAN ISIDRO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,0.0573462999999999
SAN JUAN DE LURIGANCHO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,17.703940000000003
SAN JUAN DE MIRAFLORES,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,15.181919999999998
SAN LUIS,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,5.473567
SAN MARTIN DE PORRES,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,
SAN MIGUEL,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,1.5817259999999995
SANTA ANITA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,9.643694
SANTA ROSA,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,22.028653
SANTIAGO DE SURCO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,1.231283
SURQUILLO,Otras Tecnologías,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.,2.747559
VILLA EL SALVADOR,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,20.166089
VILLA MARIA DEL TRIUNFO,Otras Tecnologías,16 Mbps <= BW < 30 Mbps,STARLINK PERU S.R.L.,
ANCON,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ANCON,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,
ATE,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,xDSL,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,xDSL,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Cablemódem,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Fibra Óptica,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
ATE,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,17.174936
BARRANCO,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Cablemódem,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Cablemódem,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BARRANCO,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,3.1723250000000003
BREÑA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,xDSL,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,xDSL,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
BREÑA,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,4.041467
CARABAYLLO,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.,19.176021
CARABAYLLO,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.,19.176021
CARABAYLLO,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.,19.176021
CARABAYLLO,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,19.176021
CARABAYLLO,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.,19.176021
CARABAYLLO,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.,19.176021
CARABAYLLO,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.,19.176021
CARABAYLLO,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.,19.176021
CARABAYLLO,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,19.176021
CARABAYLLO,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.,19.176021
CARABAYLLO,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.,19.176021
CARABAYLLO,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,19.176021
CARABAYLLO,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.,19.176021
CARABAYLLO,Cablemódem,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.,19.176021
